Mses_100,Std_deviations_100
223.98176462950332,224.55485902659123
522.0985039606857,413.3672506996529
258.960207472204,265.1000920020713
177.13895310500342,185.14955610915803
300.2773201500337,255.8081894819826
216.35058929320115,208.17028155244415
221.83106598474737,195.98610353299583
207.87765348477106,285.4645197805676
232.99295786341918,300.3891399027653
159.8940652114753,118.04390370760032
221.84290569766262,301.24594451656293
299.18043829896686,493.1221835688651
200.419610330605,307.9672365921484
140.73614063742374,115.75568516937808
195.22443379081818,249.97006479811236
153.16946962164536,140.51658756088966
188.0223112527309,293.99559176807264
290.9810331114812,484.4079938862528
159.3391877729511,162.74141966888797
128.00336814844206,141.03011526913292
197.90745850664058,252.87587263182567
121.67864772357116,126.42242982632273
173.0835749524787,222.66167757866182
196.84251475781724,320.43326842817055
256.11224706094356,592.5994988717565
143.01458996304797,149.7454307016926
353.746828518787,812.3913734453807
330.318837314128,728.1988880606001
161.64940401305975,257.66304038655846
193.9144622143655,326.9648610918104
170.06689404138942,245.68835602088518
121.33120756725019,134.89149693946
956.8940759691194,4576.14106609363
133.66517254367204,144.61650285972246
287.8898493557836,527.8865179306425
204.1933632341938,291.1969710055691
271.5339453670768,419.0793121396886
188.4336870908154,300.86665232396
585.0909267958103,2148.886418049181
407.49187131962304,1130.5601950468715
175.1447863468108,446.6335855149642
103.2164414131647,135.3754699979875
91.26414106322156,136.59334611047737
534.1290761457756,2305.5082195833206
301.6782959109165,647.3547650102416
92.55129706388935,113.59510356388644
105.17706742005215,143.16663433614613
244.62619112937494,573.6829760135769
85.08152488973633,121.42676942771789
580.7670481341061,1374.6158458585005
432.57147097863526,1326.4622599270037
53.61105028370664,64.25694034048804
401.9576468072572,1172.6338721890536
63481.37160495361,341132.8538880661
315.7509075018964,694.8029033126884
115.30032250814064,170.26296350880304
132.62899237033764,238.60446463587635
769.9869978699279,3129.7930167887857
97.73719701349549,242.62973844752776
277.12425009949135,563.4184318683124
83.58007716401657,194.87980400007584
138.00295318572242,262.32763152790943
138.9833665713377,293.87713726217396
32.9914132636853,39.3810753171077
349.19241029904,1037.2742657587858
113.2699148619243,279.61055620529913
101.88167161345596,258.8508723398933
78.59121949611674,136.37656843486337
119.96485677323876,264.23011631381314
160.75942515658951,368.91103164736006
506.6073203631273,1967.4623408999903
188.51293302673722,465.67876311701457
111.01715142062575,184.719966668751
95.32997659011285,153.2344964689962
153.7562318320319,400.21311426891776
120.10198036412103,287.6241011354873
60.28258932452683,116.03530477079737
39.72065573390056,63.49839014941661
96.76796501073305,252.61685949599342
481.30811541333594,1543.0563548857674
78.17649459132299,151.96269992770638
87.90324641006013,329.5280187537107
39.62482118477205,76.66689731034093
101.59201096535979,337.17073047921826
86.54211513287177,309.82844536912387
39.83631846004597,84.03415832052089
150.79716634736607,469.5250621543935
193.6106914330603,578.8039275953432
106.30031115448774,338.8963620796471
1174.649748990337,5799.056254945112
823.2727908588905,4053.1109668617796
71.87645936443975,166.59365290336018
55.89222161141217,136.28863476674647
145.21924653051,529.703027020485
55.87843490920379,155.97500055658196
54.55690852586213,131.2483805861557
624.6265601272361,2976.730115217008
127.68835890748761,436.0264626961723
55.80896672583568,160.0753534729749
122.44127604417407,247.2094694318414
62.888497723464845,140.7086944377719
187.26418836003356,541.5269832110708
134.74743247738976,425.21942350462814
54.20399187361853,83.94893028460949
33.69341089655082,67.51733449714736
230.53551437805217,958.2895228414426
46.75111105042413,176.2323058015339
21.462833978072954,27.77854119648203
73.98907307295812,252.58220288352462
44.055423252552586,91.41518679921772
23.21814190285882,44.36668558753468
166.36620071545101,777.2028777042754
232.39502778521785,892.1940619710624
2159.5885655681577,10698.74042754225
54.769347505497784,203.64488210167298
18.341109445435443,29.288919549215773
270.1014849101018,755.170005314772
27.800409727047683,72.24969724698155
24.150499762320404,60.426430907647095
187.40493795279585,709.7062262427992
22.359300818821808,58.92823891197716
22.357206854132826,35.01991328083438
16.062730162109663,31.472466883860054
35.41840275418528,82.39860602847548
43.45855008041862,138.04894501963096
152.85797824431637,646.428073452637
13.152663014838362,17.0071832313629
62.7597942346948,127.32304909730122
13.832866484698435,22.746267858711974
118.97627522627933,534.9057636986303
37.26070403779364,74.25344759786115
35.140367157336534,83.87121248620414
42.407121040947374,124.83781462792479
25.825342747468174,57.43176232822783
25.86734620378511,63.50888702008027
52.56419659139474,184.99277028085015
22.60924290510712,65.76745451778683
23.78320054108651,57.52283295691782
20.50632949154361,53.51360653821653
10.988620625661646,15.908361377189943
45.92040932526153,179.06948417316912
38.86581582404138,146.09479388836496
61.509699936337114,277.66378386677087
65.53885894402313,231.70373647650229
35.523855894688175,65.6840314192302
43.11731947660912,103.25881222220217
53.87408789256964,149.25506002935936
9.111303377826767,22.668545797959226
54.764028268877496,243.69228068700627
49.62955887720218,141.80264904042573
39.978173725410635,114.94320544945263
77.57349981941316,307.79611218783464
25.55402800394093,58.61498698237653
78.0370198123492,224.6947910807294
183.9890509543104,930.8089273041957
34.48588939837746,136.407753185618
8.97391003793441,18.190788109735298
15.584432012660894,35.669018426539864
16.366413698592456,36.36929706918921
131.7328244689094,680.2782684881452
55.94194012170076,166.89873948971484
21.551555684398874,63.93001251687149
10.742241686582362,21.012431682544946
4.788005952404662,6.089041078538041
32.015466510983764,95.91352023188834
213.35868361565673,1000.7430446299245
368.18881543885556,1867.792585414855
