Mses_50,Std_deviations_50
1.4717932107347977,0.4128896324174372
1.114743850666382,0.31572197905580895
0.9015087448576152,0.13626395039955308
0.819588003952591,0.08800311979398147
0.7628030054834023,0.05007968706638195
0.7477335927933727,0.0684214904755129
0.728988074597832,0.04882720756793526
0.7251060044048642,0.05128380317747987
0.709926796282872,0.04620575827391659
0.6984076039607824,0.03160520877236488
0.688489653281702,0.024933700909929683
0.6807695210225343,0.018325903828311358
0.6736570344408298,0.012234230614697182
0.6706071955809227,0.013327665258057437
0.6683669468408204,0.011915655842928865
0.6661536588209614,0.009584936433017317
0.6626848066464782,0.005813352178552978
0.6609966524670523,0.005015704765239757
0.6604103960092002,0.004918739573373769
0.6594247678925387,0.00463983008003171
0.6584377348387223,0.00413169823701021
0.658243200609996,0.0027014357642532317
0.6575719443198744,0.0028696640227057835
0.6573042197549841,0.002018081424602512
0.6566513393446917,0.0018031674892008977
0.6559540173603868,0.0014366847121268418
0.6561022670227256,0.0015298474697955544
0.6559138387401469,0.0011236520431089293
0.6557055384165256,0.0009598166100311888
0.6557931264037429,0.0012133789802018333
0.655387795250621,0.0007603625581695712
0.6550942283790152,0.0006997920970551514
0.655038448381717,0.0006720156586774437
0.6552113968211233,0.0008017164020577299
0.6550704192023636,0.0007332311444860741
0.654963070648881,0.00045712197914931323
0.6549707835753867,0.0004997211543263327
0.6548044445419239,0.0004239183566144354
0.654717137791171,0.00036324065949649694
0.6546502225393357,0.00025204893533737103
0.6546012805578122,0.00028744266804104523
0.6545678880652661,0.0003321705444553855
0.6545857183693803,0.00030264389582196176
0.6545519112311393,0.00036460532333675933
0.6545014835510776,0.00025442403067398115
0.6544908163091737,0.0003004568229205195
0.6544138443614756,0.00020596448332751285
0.6543849999157061,0.0001816016657807535
0.6543572071035059,0.00016093351792431716
0.6543203403354649,0.00012509489670823657
0.6542998529060362,0.00010935505028510686
0.6542965900714258,0.00011664595448327729
0.6542862529946862,0.00011744686021758037
0.6542758338933805,0.00012743645554642773
0.6542552743806845,0.00010516502807135716
0.6542521128740889,7.120330062680477e-05
0.6542396405175199,4.739442264676372e-05
0.6542343210950712,5.476163835695703e-05
0.6542256197283769,5.3003922130002484e-05
0.6542146005679468,3.6461331911276955e-05
0.65420624476075,2.5387905579991555e-05
0.654198669741769,2.05885427723855e-05
0.6541989600366395,2.5818722059546617e-05
0.6541952024404802,1.849557640587634e-05
0.6541918061503883,1.4641974379436005e-05
0.6541913468879822,1.4910014590840217e-05
0.6541927822808741,1.2378693497492148e-05
0.6541906419890947,1.014136178539779e-05
0.6541891213430586,1.2704526407969471e-05
0.6541870734789433,7.773220147783961e-06
0.654185175526381,6.326046709803248e-06
0.6541858348653633,6.71672105104636e-06
0.6541853638449521,6.180149559241497e-06
0.6541851243003347,6.181580567142546e-06
0.6541844023462648,6.433568138366243e-06
0.654184730133437,8.05008344480554e-06
0.6541840057191582,5.638461320624644e-06
0.6541844027124835,6.145454737981603e-06
0.6541843048062526,5.954676416989752e-06
0.6541840526004904,5.913875935100716e-06
0.6541840406428983,5.918748917856672e-06
0.6541839199548186,6.006480434061438e-06
0.6541841560317002,5.9009564311944635e-06
