Times_50,Iterations_50,Times_100,Iterations_100
1.5125539302825928,31,2.7486050128936768,41
2.6742920875549316,36,4.824488401412964,38
1.382204532623291,27,2.620776891708374,40
1.249192714691162,36,2.5973854064941406,39
1.3011188507080078,37,2.8116462230682373,41
1.120288610458374,33,3.987144708633423,41
1.0984632968902588,32,4.056132078170776,42
0.9936380386352539,29,2.680171489715576,40
1.0222387313842773,30,2.663187026977539,40
1.1407661437988281,33,2.6613330841064453,40
1.1978156566619873,34,4.862882375717163,39
1.5834691524505615,26,2.592693567276001,39
2.2317914962768555,28,2.623497247695923,40
1.5205981731414795,35,2.6229701042175293,39
0.7958767414093018,23,4.007042407989502,39
0.8301105499267578,24,4.626553058624268,40
0.9513759613037109,27,2.9347033500671387,39
1.007896900177002,30,2.702153444290161,40
1.191089153289795,35,4.627033948898315,41
1.0529026985168457,31,3.135763645172119,41
1.1655662059783936,34,2.7834017276763916,41
0.9560723304748535,28,2.744986057281494,41
1.0343940258026123,30,3.1780025959014893,39
2.385204553604126,33,4.164581060409546,39
2.3866162300109863,36,2.585275173187256,39
1.0995149612426758,32,2.6340832710266113,40
1.2976057529449463,38,2.6593520641326904,40
1.4026737213134766,42,5.122210741043091,41
1.0749249458312988,30,2.7729685306549072,41
1.436802864074707,42,2.7529489994049072,41
