Times_50,Iterations_50,Times_100,Iterations_100
11.069844007492065,300,20.72756576538086,288
10.890798330307007,291,26.059245347976685,329
7.2638630867004395,251,18.452836275100708,279
12.042425155639648,331,23.811594486236572,341
10.941094398498535,288,21.88184356689453,342
13.960085153579712,400,29.08783769607544,422
14.38319730758667,411,26.19155788421631,380
15.712602376937866,445,22.808895587921143,322
13.966133832931519,383,20.518773317337036,314
15.230738401412964,444,24.769984245300293,309
11.00559949874878,303,27.294700622558594,382
11.862712383270264,323,18.419671535491943,277
8.215790510177612,278,20.317036628723145,289
9.523962020874023,244,22.274132013320923,337
12.697296857833862,358,22.171101570129395,293
14.354393005371094,313,17.72670078277588,273
12.730493783950806,348,22.201780557632446,321
9.33012318611145,318,20.699981212615967,305
12.398646593093872,345,27.920397520065308,355
9.296586275100708,239,27.947179317474365,405
9.726157426834106,269,26.80341076850891,389
14.542264699935913,407,19.272942543029785,298
7.927851915359497,262,21.414191484451294,298
8.707571983337402,223,25.048351049423218,371
12.489257097244263,350,21.084327220916748,303
10.361398696899414,345,23.354780912399292,320
10.633053064346313,299,24.72349262237549,332
11.529024362564087,312,22.687567472457886,309
11.338226318359375,308,17.406739234924316,263
9.733105421066284,312,25.049288749694824,345
