Times_50,Iterations_50,Times_100,Iterations_100
8.294196605682373,75,14.110673427581787,69
9.120355129241943,75,15.347016096115112,76
8.86248779296875,80,14.054964303970337,69
5.949185132980347,68,16.834439277648926,75
7.91753625869751,67,14.418699026107788,68
5.57972526550293,64,15.395894527435303,73
8.030145645141602,68,18.10803246498108,76
5.93434476852417,68,17.753013134002686,79
8.022061824798584,68,14.606449127197266,71
7.473725318908691,78,14.287936449050903,70
7.358889818191528,69,14.871026277542114,74
6.344611406326294,65,14.716667652130127,72
7.5091845989227295,70,14.474628925323486,71
6.798095464706421,67,15.35044527053833,76
7.604243516921997,74,14.865960359573364,72
6.91146993637085,65,15.667574167251587,71
7.737674236297607,83,16.35271716117859,76
8.05556583404541,69,13.335088968276978,65
5.537905931472778,64,14.296613216400146,71
7.450709581375122,61,14.549551248550415,72
6.65178108215332,76,15.381943941116333,74
8.357649326324463,73,17.80052661895752,80
6.351035118103027,73,13.98168659210205,68
7.461376667022705,63,14.835711002349854,73
6.494157552719116,74,14.291625022888184,67
8.146836042404175,70,14.813017845153809,70
5.848126173019409,67,13.902870416641235,67
8.438672304153442,74,17.016663789749146,76
6.160520076751709,70,15.300281286239624,76
8.102328777313232,71,15.2858304977417,75
