Times_50,Iterations_50,Times_100,Iterations_100
14.443229675292969,283,25.289875507354736,331
12.591238021850586,341,26.11836528778076,338
10.358968019485474,292,23.53634762763977,358
13.751604795455933,390,20.29079031944275,265
7.739573955535889,216,20.644507884979248,312
11.273234128952026,289,20.4467990398407,271
6.943261384963989,233,19.02785038948059,290
11.99475908279419,310,23.370903253555298,327
8.847713947296143,213,28.595606803894043,395
10.905815362930298,311,19.090651273727417,260
9.45237922668457,292,18.69485068321228,276
11.246436595916748,286,29.671274185180664,421
12.737600326538086,343,23.467084169387817,317
12.802720308303833,349,19.96812105178833,290
8.45459270477295,282,23.440800189971924,318
16.798527002334595,356,21.743247985839844,319
11.14112114906311,302,23.86184310913086,330
13.186464786529541,360,29.977247714996338,392
12.141700506210327,322,24.632426977157593,340
10.45285177230835,259,20.12943720817566,297
10.946570873260498,327,25.374547481536865,347
11.445187330245972,337,24.10969042778015,331
9.997335195541382,254,21.995691061019897,339
11.70114779472351,305,26.34756875038147,368
11.106755495071411,307,17.869078636169434,264
12.388992547988892,374,26.655012845993042,341
12.594563484191895,380,23.04584050178528,313
18.92301917076111,495,18.84958052635193,282
7.921990633010864,270,23.597981214523315,320
11.084339380264282,293,20.496597051620483,314
