Times_50,Iterations_50,Times_100,Iterations_100
93.73877882957458,725,253.42052054405212,972
107.51564192771912,819,237.95430731773376,920
95.26090216636658,743,239.70767498016357,922
111.7458324432373,814,244.06439590454102,943
97.13586068153381,756,246.51185154914856,945
90.32912468910217,713,224.29063606262207,866
95.87412190437317,726,223.2082839012146,864
83.23450374603271,647,236.44029593467712,912
99.37886142730713,760,241.54501700401306,939
100.34697222709656,771,229.10671949386597,882
98.01826405525208,765,246.04567575454712,949
113.84008932113647,866,236.73807883262634,912
108.22829866409302,830,256.8190746307373,989
102.63593220710754,765,225.59908890724182,876
98.05918836593628,761,225.74724459648132,877
96.35142922401428,743,240.19334483146667,924
105.54719185829163,791,236.78508925437927,911
96.35318160057068,750,250.36809706687927,957
96.0598816871643,747,243.86903834342957,946
97.92572903633118,745,242.23796582221985,950
99.05538988113403,772,240.0754930973053,936
100.89524579048157,774,236.2533881664276,926
98.22494721412659,738,237.52553367614746,930
90.45786499977112,710,248.57244396209717,973
110.83881378173828,838,231.77910566329956,900
103.22669672966003,794,233.67127442359924,911
105.82955312728882,813,248.91006088256836,973
86.15011429786682,661,239.75056672096252,935
95.0789384841919,742,243.49662685394287,952
87.6784155368805,673,259.6463978290558,1020
